#----HYDROLOGIC PROCESSES----------------------------------------
#RavenProcessConnections.dat
PRECIP_RAVEN Precipitation  ATMOS_PRECIP  SNOW
PRECIP_RAVEN Precipitation  ATMOS_PRECIP  PONDED_WATER
PRECIP_RAVEN Precipitation  ATMOS_PRECIP  DEPRESSION
PRECIP_RAVEN Precipitation  ATMOS_PRECIP  CANOPY
PRECIP_RAVEN Precipitation  ATMOS_PRECIP  CANOPY_SNOW
#...#JRC: MUST ADD
PRECIP_RAVEN Precipitation  ATMOS_PRECIP  WETLAND
CANEVP_ALL CanopyEvap    CANOPY  ATMOSPHERE
CANEVP_RUTTER CanopyEvap    CANOPY  ATMOSPHERE
CANEVP_MAXIMUM CanopyEvap   CANOPY  ATMOSPHERE
SOILEVAP_VIC SoilEvaporation SOIL[0]  ATMOSPHERE
SOILEVAP_HBV SoilEvaporation SOIL[0]  ATMOSPHERE
SOILEVAP_CHU SoilEvaporation SOIL[0]  ATMOSPHERE
SOILEVAP_TOPMODEL SoilEvaporation SOIL[0] ATMOSPHERE
SOILEVAP_SEQUEN SoilEvaporation SOIL[0] ATMOSPHERE
SOILEVAP_ROOTFRAC SoilEvaporation   SOIL[0] ATMOSPHERE
SOILEVAP_ROOT SoilEvaporation SOIL[0] ATMOSPHERE
SOILEVAP_ROOT_CONSTRAIN SoilEvaporation SOIL[0] ATMOSPHERE
SOILEVAP_GAWSER SoilEvaporation SOIL[0] ATMOSPHERE
LAKE_EVAP_BASIC LakeEvaporation USER_SPECIFIED  ATMOSPHERE
OPEN_WATER_EVAP OpenWaterEvaporation DEPRESSION ATMOSPHERE
INF_RATIONAL Infiltration PONDED_WATER SOIL[0] 
INF_RATIONAL Infiltration PONDED_WATER SURFACE_WATER
INF_SCS Infiltration PONDED_WATER SOIL[0] 
INF_SCS Infiltration PONDED_WATER SURFACE_WATER
INF_HMETS Infiltration PONDED_WATER SOIL[0]
INF_HMETS Infiltration PONDED_WATER CONVOLUTION[0] 
INF_HMETS Infiltration PONDED_WATER CONVOLUTION[1]
INF_ALL_INFILTRATES Infiltration PONDED_WATER SOIL[0]
INF_ALL_INFILTRATES Infiltration PONDED_WATER SURFACE_WATER
INF_GREEN_AMPT Infiltration PONDED_WATER  SOIL[0]
INF_GREEN_AMPT Infiltration PONDED_WATER  SURFACE_WATER
INF_GA_SIMPLE Infiltration PONDED_WATER SOIL[0]
INF_GA_SIMPLE Infiltration PONDED_WATER SURFACE_WATER
INF_GA_SIMPLE Infiltration GA_MOISTURE_INIT GA_MOISTURE_INIT
INF_UPSCALED_GREEN_AMPT Infiltration PONDED_WATER SOIL[0]
INF_UPSCALED_GREEN_AMPT Infiltration PONDED_WATER SURFACE_WATER
INF_HBV Infiltration PONDED_WATER SOIL[0]
INF_HBV Infiltration PONDED_WATER SURFACE_WATER
INF_UBC Infiltration PONDED_WATER SOIL[0]
INF_UBC Infiltration PONDED_WATER SOIL[1]
INF_UBC Infiltration PONDED_WATER SOIL[2]
INF_UBC Infiltration PONDED_WATER SOIL[3]
INF_UBC Infiltration PONDED_WATER SURFACE_WATER
INF_VIC Infiltration PONDED_WATER SOIL[0]
INF_VIC Infiltration PONDED_WATER SURFACE_WATER
INF_VIC_ARNO Infiltration PONDED_WATER  SOIL[0]
INF_VIC_ARNO Infiltration PONDED_WATER  SURFACE_WATER
INF_PRMS Infiltration PONDED_WATER  SOIL[0]
INF_PRMS Infiltration PONDED_WATER  SURFACE_WATER
PERC_GAWSER Percolation USER_SPECIFIED USER_SPECIFIED
PERC_GAWSER_CONSTRAIN Percolation USER_SPECIFIED USER_SPECIFIED
PERC_LINEAR Percolation USER_SPECIFIED USER_SPECIFIED
PERC_POWER_LAW Percolation USER_SPECIFIED USER_SPECIFIED
PERC_PRMS Percolation USER_SPECIFIED USER_SPECIFIED
PERC_SACRAMENTO Percolation USER_SPECIFIED USER_SPECIFIED
PERC_CONSTANT Percolation USER_SPECIFIED USER_SPECIFIED
PERC_GR4J Percolation USER_SPECIFIED USER_SPECIFIED
CRISE_HBV CapillaryRise USER_SPECIFIED USER_SPECIFIED
RISE_HBV CapillaryRise USER_SPECIFIED USER_SPECIFIED
BASE_LINEAR Baseflow USER_SPECIFIED SURFACE_WATER
BASE_POWER_LAW Baseflow USER_SPECIFIED   SURFACE_WATER
BASE_CONSTANT Baseflow USER_SPECIFIED  SURFACE_WATER
BASE_VIC Baseflow USER_SPECIFIED   SURFACE_WATER
BASE_TOPMODEL Baseflow USER_SPECIFIED  SURFACE_WATER
BASE_THRESH_POWER Baseflow USER_SPECIFIED  SURFACE_WATER
INTERFLOW_PRMS Interflow SOIL SURFACE_WATER
SNSQUEEZE_RAVEN SnowSqueeze SNOW_LIQ  USER_SPECIFIED 
FREEZE_DEGREE_DAY SnowRefreeze SNOW_LIQ SNOW
SNOBAL_SIMPLE_MELT SnowBalance SNOW USER_SPECIFIED 
SNOBAL_COLD_CONTENT SnowBalance COLD_CONTENT  ENERGY_LOSSES 
SNOBAL_COLD_CONTENT SnowBalance SNOW_LIQ  SNOW
SNOBAL_COLD_CONTENT SnowBalance ENERGY_LOSSES COLD_CONTENT
SNOBAL_COLD_CONTENT SnowBalance SNOW  SURFACE_WATER
SNOBAL_COLD_CONTENT SnowBalance SNOW_LIQ  SURFACE_WATER
SNOBAL_HBV SnowBalance SNOW_LIQ SOIL[0] 
SNOBAL_HBV SnowBalance SNOW SNOW_LIQ  
SNOBAL_UBC SnowBalance SNOW SNOW
SNOBAL_UBC SnowBalance SNOW SNOW_LIQ
SNOBAL_UBC SnowBalance SNOW SURFACE_WATER
SNOBAL_UBC SnowBalance SNOW_LIQ SNOW
SNOBAL_UBC SnowBalance SNOW_LIQ SNOW_LIQ
SNOBAL_UBC SnowBalance SNOW_LIQ SURFACE_WATER
SNOBAL_TWO_LAYER SnowBalance NEW_SNOW NEW_SNOW
SNOBAL_TWO_LAYER SnowBalance SNOW      SNOW
SNOBAL_TWO_LAYER SnowBalance SNOW_LIQ SNOW_LIQ
SNOBAL_TWO_LAYER SnowBalance COLD_CONTENT[0]  COLD_CONTENT[0]
SNOBAL_TWO_LAYER SnowBalance COLD_CONTENT[1]  COLD_CONTENT[1] 
SNOBAL_TWO_LAYER SnowBalance PONDED_WATER PONDED_WATER
